Country,Year,population,fertility,HIV,CO2,BMI_male,GDP,BMI_female,life,child_mortality,Group,ID
Afghanistan,2013,30682500.0,4.9,,,,1884.0,,56.2,96.7,South Asia,AF
Afghanistan,2014,31627506.0,4.68,,,,1877.0,,56.91,93.9,South Asia,AF
Afghanistan,2015,32526562.0,4.47,,,,1925.0,,57.63,91.1,South Asia,AF
Albania,1960,1636054.0,6.19,,1.2567018406584,,2724.0,,62.09460000000001,133.55,Europe & Central Asia,AL
Albania,1961,1685901.0,6.08,,1.37293783412936,,2744.0,,63.10964000000001,130.74,Europe & Central Asia,AL
Albania,1962,1737645.0,5.96,,1.43877918651752,,2832.0,,63.993680000000005,127.99,Europe & Central Asia,AL
Albania,1963,1790533.0,5.83,,1.18025327464558,,2926.0,,64.71272,125.3,Europe & Central Asia,AL
Albania,1964,1843596.0,5.71,,1.10982823527772,,3023.0,,65.25676,122.67,Europe & Central Asia,AL
Albania,1965,1896125.0,5.59,,1.16278116290951,,3129.0,,65.63980000000001,120.09,Europe & Central Asia,AL
Albania,1966,1947786.0,5.48,,1.32709791455299,,3242.0,,65.89384000000001,117.56,Europe & Central Asia,AL
Albania,1967,1998695.0,5.38,,1.35634789707882,,3359.0,,66.08288000000002,115.09,Europe & Central Asia,AL
Albania,1968,2049147.0,5.27,,1.51414057492663,,3475.0,,66.26192,112.67,Europe & Central Asia,AL
Albania,1969,2099657.0,5.16,,1.55824274396703,,3587.0,,66.45896,110.3,Europe & Central Asia,AL
Albania,1970,2150602.0,5.05,,1.75298202830525,,3712.0,,66.7,107.98,Europe & Central Asia,AL
Albania,1971,2202040.0,4.93,,1.98859266366634,,3849.0,,67.1,105.71,Europe & Central Asia,AL
Albania,1972,2253842.0,4.81,,2.51737245736683,,3988.0,,67.5,103.49,Europe & Central Asia,AL
Albania,1973,2305999.0,4.68,,2.30587062196186,,4174.0,,68.0,101.31,Europe & Central Asia,AL
Albania,1974,2358467.0,4.54,,1.85082085715369,,4177.0,,68.6,99.18,Europe & Central Asia,AL
Albania,1975,2411229.0,4.39,,1.91366686923795,,4178.0,,69.1,97.1,Europe & Central Asia,AL
Albania,1976,2464338.0,4.24,,2.01690533379783,,4182.0,,69.5,95.06,Europe & Central Asia,AL
Albania,1977,2517869.0,4.09,,2.28067811099247,,4188.0,,70.0,93.06,Europe & Central Asia,AL
Albania,1978,2571845.0,3.95,,2.5344886781954,,4194.0,,70.4,91.1,Europe & Central Asia,AL
Albania,1979,2626290.0,3.81,,2.89938710174672,,4201.0,,70.7,84.7,Europe & Central Asia,AL
Albania,1980,2681245.0,3.68,,1.93538726462771,25.22533,4218.0,132.2048,70.9,78.6,Europe & Central Asia,AL
Albania,1981,2735329.0,3.56,,2.69379396207037,25.23981,4227.0,132.1113,71.0,73.0,Europe & Central Asia,AL
Albania,1982,2788315.0,3.46,,2.6309359569968,25.25636,4237.0,132.0324,71.0,67.8,Europe & Central Asia,AL
Albania,1983,2842620.0,3.37,,2.69462931689834,25.27176,4248.0,131.9356,71.0,62.8,Europe & Central Asia,AL
Albania,1984,2901590.0,3.3,,2.70655684553417,25.27901,4259.0,131.8073,71.5,58.3,Europe & Central Asia,AL
Albania,1985,2966799.0,3.23,,2.66439890128345,25.28669,4267.0,131.6686,72.2,54.3,Europe & Central Asia,AL
Albania,1986,3041003.0,3.18,,2.65566204796631,25.29451,4281.0,131.5425,72.7,50.7,Europe & Central Asia,AL
Albania,1987,3121336.0,3.13,,2.38873935644388,25.30217,4294.0,131.3945,73.0,47.6,Europe & Central Asia,AL
Albania,1988,3197064.0,3.08,,2.29306253118296,25.3045,4307.0,131.2248,73.2,44.9,Europe & Central Asia,AL
Albania,1989,3253659.0,3.02,,2.75912849215317,25.31944,4325.0,131.097,73.4,42.5,Europe & Central Asia,AL
Albania,1990,3281453.0,2.97,,2.27614288729668,25.32357,4350.0,130.9075,73.5,40.6,Europe & Central Asia,AL
Albania,1991,3275438.0,2.92,,1.20636936289662,25.28452,3081.0,130.5571,73.4,38.8,Europe & Central Asia,AL
Albania,1992,3240613.0,2.87,,0.730643532580365,25.23077,2877.0,130.147,73.4,37.3,Europe & Central Asia,AL
Albania,1993,3189623.0,2.82,,0.726533930809039,25.21192,3172.0,129.8305,73.4,36.0,Europe & Central Asia,AL
Albania,1994,3140634.0,2.77,,0.606605393860516,25.22115,3457.0,129.5667,73.6,34.6,Europe & Central Asia,AL
Albania,1995,3106727.0,2.72,,0.664204261222123,25.25874,3941.0,129.3526,73.8,33.2,Europe & Central Asia,AL
Albania,1996,3092034.0,2.67,,0.647904841733982,25.31097,4326.0,129.1957,73.9,31.8,Europe & Central Asia,AL
Albania,1997,3092471.0,2.61,,0.499261188312782,25.33988,3909.0,129.0459,73.9,30.3,Europe & Central Asia,AL
Albania,1998,3102898.0,2.54,,0.569225594452638,25.39116,4434.0,128.9779,73.8,28.9,Europe & Central Asia,AL
Albania,1999,3114851.0,2.47,,0.971341941327866,25.46555,4912.0,128.9691,74.0,27.5,Europe & Central Asia,AL
Albania,2000,3121965.0,2.38,,0.983553048493592,25.55835,5305.0,128.9903,74.2,26.2,Europe & Central Asia,AL
Albania,2001,3124093.0,2.29,,1.04732015371527,25.66701,5730.0,129.031,74.4,24.9,Europe & Central Asia,AL
Albania,2002,3123112.0,2.2,,1.21400307724374,25.77167,5913.0,129.0609,74.5,23.6,Europe & Central Asia,AL
Albania,2003,3117045.0,2.1,,1.38206627115602,25.87274,6274.0,129.0753,74.4,22.5,Europe & Central Asia,AL
Albania,2004,3103758.0,2.0,,1.33296595699243,25.98136,6672.0,129.1085,74.4,21.5,Europe & Central Asia,AL
Albania,2005,3082172.0,1.92,,1.35378869862287,26.08939,7075.0,129.1311,74.4,20.5,Europe & Central Asia,AL
Albania,2006,3050741.0,1.85,,1.22431036447257,26.20867,7476.0,129.16,74.5,19.5,Europe & Central Asia,AL
Albania,2007,3010849.0,1.8,,1.27942017006003,26.32753,7977.0,129.1707,74.7,18.7,Europe & Central Asia,AL
Albania,2008,2968026.0,1.76,,1.29775273776478,26.44657,8644.0,129.1636,74.9,17.9,Europe & Central Asia,AL
Albania,2009,2929886.0,1.74,,1.21505477717088,,8994.0,,75.0,17.3,Europe & Central Asia,AL
Albania,2010,2901883.0,1.74,,1.33654403500647,,9374.0,,75.2,16.6,Europe & Central Asia,AL
Albania,2011,2886010.0,1.75,,,,9640.0,,75.5,16.0,Europe & Central Asia,AL
Albania,2012,2880667.0,1.76,,,,9811.0,,75.7,15.5,Europe & Central Asia,AL
Albania,2013,2883281.0,1.77,,,,9961.0,,75.8,14.9,Europe & Central Asia,AL
Albania,2014,2889676.0,1.78,,,,10160.0,,75.9,14.4,Europe & Central Asia,AL
Albania,2015,2896679.0,1.78,,,,10620.0,,76.0,14.0,Europe & Central Asia,AL
Algeria,1960,11124892.0,7.65,,0.570370528806628,,6470.0,,51.123200000000004,245.7,Middle East & North Africa,DZ
Algeria,1961,11404859.0,7.65,,0.551000579074534,,5602.0,,51.70588,245.9,Middle East & North Africa,DZ
Algeria,1962,11690152.0,7.65,,0.505686444965712,,4481.0,,52.28756,246.3,Middle East & North Africa,DZ
Algeria,1963,11985130.0,7.65,,0.475154567518136,,5551.0,,52.866240000000005,246.7,Middle East & North Africa,DZ
Algeria,1964,12295973.0,7.65,,0.484803036432586,,5693.0,,53.43892,247.3,Middle East & North Africa,DZ
Algeria,1965,12626953.0,7.66,,0.553244336731079,,5916.0,,53.9996,248.2,Middle East & North Africa,DZ
Algeria,1966,12980269.0,7.66,,0.689269663884485,,5478.0,,54.54127999999999,248.9,Middle East & North Africa,DZ
Algeria,1967,13354197.0,7.66,,0.671352560126181,,5811.0,,55.06496,248.9,Middle East & North Africa,DZ
Algeria,1968,13744383.0,7.66,,0.699884896601862,,6319.0,,55.57664,248.0,Middle East & North Africa,DZ
Algeria,1969,14144437.0,7.65,,0.845270958259133,,6747.0,,56.085319999999996,245.8,Middle East & North Africa,DZ
Algeria,1970,14550033.0,7.64,,1.09657091525152,,7227.0,,56.6,242.2,Middle East & North Africa,DZ
Algeria,1971,14960111.0,7.62,,1.31774292457042,,6427.0,,56.9,237.3,Middle East & North Africa,DZ
Algeria,1972,15377095.0,7.59,,1.9414877095616,,7556.0,,57.3,230.9,Middle East & North Africa,DZ
Algeria,1973,15804428.0,7.55,,2.54506969920774,,7581.0,,57.6,223.4,Middle East & North Africa,DZ
Algeria,1974,16247113.0,7.49,,2.05510081923824,,7812.0,,58.0,214.9,Middle East & North Africa,DZ
Algeria,1975,16709098.0,7.42,,1.99949703030418,,8119.0,,58.3,205.5,Middle East & North Africa,DZ
Algeria,1976,17190236.0,7.34,,2.36899341610476,,8400.0,,58.7,195.7,Middle East & North Africa,DZ
Algeria,1977,17690184.0,7.24,,2.45415278413462,,8888.0,,59.2,185.1,Middle East & North Africa,DZ
Algeria,1978,18212331.0,7.14,,3.54751010453705,,9730.0,,59.7,173.9,Middle East & North Africa,DZ
Algeria,1979,18760761.0,7.02,,2.50567576730244,,10293.0,,60.4,161.7,Middle East & North Africa,DZ
Algeria,1980,19337723.0,6.89,,3.53583699440601,22.25703,10166.0,130.8334,60.8,148.0,Middle East & North Africa,DZ
Algeria,1981,19943667.0,6.74,,2.38831686084943,22.34745,10160.0,130.9079,62.1,132.6,Middle East & North Africa,DZ
Algeria,1982,20575701.0,6.58,,1.95397199101683,22.43647,10477.0,130.979,63.4,115.9,Middle East & North Africa,DZ
Algeria,1983,21228288.0,6.39,,2.53436034481018,22.52105,10696.0,131.0057,64.9,98.9,Middle East & North Africa,DZ
Algeria,1984,21893857.0,6.19,,3.3171480644941,22.60633,10947.0,131.0516,66.4,83.6,Middle East & North Africa,DZ
Algeria,1985,22565908.0,5.98,,3.29345122717897,22.69501,11030.0,131.0851,67.7,71.2,Middle East & North Africa,DZ
Algeria,1986,23241276.0,5.75,,3.35202480765862,22.76979,10722.0,131.0921,68.6,61.9,Middle East & North Africa,DZ
Algeria,1987,23917889.0,5.51,,3.59482194063686,22.84096,10378.0,131.0759,69.2,55.3,Middle East & North Africa,DZ
Algeria,1988,24591493.0,5.26,,3.49241407521798,22.90644,9888.0,131.0466,69.7,51.2,Middle East & North Africa,DZ
Algeria,1989,25257671.0,5.01,,3.244662810134,22.97931,10115.0,131.0389,70.2,48.6,Middle East & North Africa,DZ
Algeria,1990,25912364.0,4.76,0.06,3.11821676026258,23.046,10113.0,130.9832,70.5,46.9,Middle East & North Africa,DZ
Algeria,1991,26554277.0,4.5,0.06,3.14113283065747,23.11333,9748.0,130.9336,70.8,45.8,Middle East & North Africa,DZ
Algeria,1992,27180921.0,4.24,0.06,3.09716203574653,23.18776,9693.0,130.9077,71.1,45.0,Middle East & North Africa,DZ
Algeria,1993,27785977.0,3.97,0.06,3.03523350819471,23.25764,9279.0,130.8419,71.3,44.2,Middle East & North Africa,DZ
Algeria,1994,28362015.0,3.71,0.06,3.1113256852963,23.32273,9006.0,130.7601,71.5,43.5,Middle East & North Africa,DZ
Algeria,1995,28904300.0,3.45,0.06,3.346730600387,23.39526,9168.0,130.6985,71.7,42.6,Middle East & North Africa,DZ
Algeria,1996,29411839.0,3.21,0.06,3.35423928734139,23.46811,9375.0,130.657,72.1,41.8,Middle East & North Africa,DZ
Algeria,1997,29887717.0,2.99,0.06,3.01567042713283,23.5416,9322.0,130.5991,72.4,41.2,Middle East & North Africa,DZ
Algeria,1998,30336880.0,2.79,0.06,3.60825764845231,23.61592,9646.0,130.5447,72.9,40.7,Middle East & North Africa,DZ
Algeria,1999,30766551.0,2.63,0.06,3.06024461712639,23.69486,9810.0,130.5142,73.0,40.2,Middle East & North Africa,DZ
Algeria,2000,31183658.0,2.51,0.06,2.87952767925226,23.77659,9885.0,130.4688,73.2,39.7,Middle East & North Africa,DZ
Algeria,2001,31590320.0,2.44,0.06,2.72045331126648,23.86256,10203.0,130.4379,73.4,38.9,Middle East & North Africa,DZ
Algeria,2002,31990387.0,2.41,0.06,2.88931278254807,23.95294,10634.0,130.4024,73.6,37.8,Middle East & North Africa,DZ
Algeria,2003,32394886.0,2.41,0.06,2.89923627423019,24.05243,11251.0,130.373,73.7,36.5,Middle East & North Africa,DZ
Algeria,2004,32817225.0,2.45,0.1,2.76221963864234,24.15957,11575.0,130.3041,74.2,35.1,Middle East & North Africa,DZ
Algeria,2005,33267887.0,2.51,0.1,3.25700977872201,24.27001,12077.0,130.2373,74.5,33.6,Middle East & North Africa,DZ
Algeria,2006,33749328.0,2.58,0.1,3.11313517821289,24.3827,12088.0,130.1542,74.8,32.1,Middle East & North Africa,DZ
Algeria,2007,34261971.0,2.66,0.1,3.31287468424908,24.48846,12289.0,130.0306,75.0,30.7,Middle East & North Africa,DZ
Algeria,2008,34811059.0,2.73,0.1,3.32894466101863,24.5962,12314.0,129.9049,75.3,29.5,Middle East & North Africa,DZ
Algeria,2009,35401790.0,2.78,,3.5643605489965,,12285.0,,75.6,28.4,Middle East & North Africa,DZ
Algeria,2010,36036159.0,2.82,,3.4809765410195,,12494.0,,75.9,27.4,Middle East & North Africa,DZ
Algeria,2011,36717132.0,2.83,,3.56250396921746,,12606.0,,76.1,26.6,Middle East & North Africa,DZ
Algeria,2012,37439427.0,2.82,,3.78565383511753,,12779.0,,76.2,25.8,Middle East & North Africa,DZ
Algeria,2013,38186135.0,2.8,,,,12893.0,,76.3,25.2,Middle East & North Africa,DZ
Algeria,2014,38934334.0,2.76,,,,13179.0,,76.4,24.6,Middle East & North Africa,DZ
Algeria,2015,39666519.0,2.71,,,,13434.0,,76.5,24.0,Middle East & North Africa,DZ
American Samoa,1960,20012.0,,,,,,,,,East Asia & Pacific,AS
American Samoa,1961,20478.0,,,,,,,,,East Asia & Pacific,AS
American Samoa,1962,21118.0,,,,,,,,,East Asia & Pacific,AS
American Samoa,1963,21883.0,,,,,,,,,East Asia & Pacific,AS
American Samoa,1964,22701.0,,,,,,,,,East Asia & Pacific,AS
American Samoa,1965,23518.0,,,,,,,,,East Asia & Pacific,AS
American Samoa,1966,24320.0,,,,,,,,,East Asia & Pacific,AS
American Samoa,1967,25116.0,,,,,,,,,East Asia & Pacific,AS
American Samoa,1968,25886.0,,,,,,,,,East Asia & Pacific,AS
American Samoa,1969,26615.0,,,,,,,,,East Asia & Pacific,AS
American Samoa,1970,27292.0,,,,,,,,,East Asia & Pacific,AS
American Samoa,1971,27916.0,,,,,,,,,East Asia & Pacific,AS
American Samoa,1972,28490.0,,,,,,,,,East Asia & Pacific,AS
American Samoa,1973,29014.0,,,,,,,,,East Asia & Pacific,AS
American Samoa,1974,29491.0,,,,,,,,,East Asia & Pacific,AS
American Samoa,1975,29932.0,,,,,,,,,East Asia & Pacific,AS
American Samoa,1976,30325.0,,,,,,,,,East Asia & Pacific,AS
American Samoa,1977,30690.0,,,,,,,,,East Asia & Pacific,AS
American Samoa,1978,31105.0,,,,,,,,,East Asia & Pacific,AS
American Samoa,1979,31670.0,,,,,,,,,East Asia & Pacific,AS
American Samoa,1980,32456.0,,,,,,,,,East Asia & Pacific,AS
American Samoa,1981,33488.0,,,,,,,,,East Asia & Pacific,AS
American Samoa,1982,34740.0,,,,,,,,,East Asia & Pacific,AS
American Samoa,1983,36165.0,,,,,,,,,East Asia & Pacific,AS
American Samoa,1984,37687.0,,,,,,,,,East Asia & Pacific,AS
American Samoa,1985,39247.0,,,,,,,,,East Asia & Pacific,AS
American Samoa,1986,40835.0,,,,,,,,,East Asia & Pacific,AS
American Samoa,1987,42448.0,,,,,,,,,East Asia & Pacific,AS
American Samoa,1988,44049.0,,,,,,,,,East Asia & Pacific,AS
American Samoa,1989,45591.0,,,,,,,,,East Asia & Pacific,AS
American Samoa,1990,47044.0,,,,,,,,,East Asia & Pacific,AS
American Samoa,1991,48379.0,,,,,,,,,East Asia & Pacific,AS
American Samoa,1992,49597.0,,,,,,,,,East Asia & Pacific,AS
American Samoa,1993,50725.0,,,,,,,,,East Asia & Pacific,AS
American Samoa,1994,51807.0,,,,,,,,,East Asia & Pacific,AS
American Samoa,1995,52874.0,,,,,,,,,East Asia & Pacific,AS
American Samoa,1996,53926.0,,,,,,,,,East Asia & Pacific,AS
American Samoa,1997,54942.0,,,,,,,,,East Asia & Pacific,AS
American Samoa,1998,55899.0,,,,,,,,,East Asia & Pacific,AS
American Samoa,1999,56768.0,,,,,,,,,East Asia & Pacific,AS
American Samoa,2000,57522.0,,,,,,,,,East Asia & Pacific,AS
American Samoa,2001,58176.0,,,,,,,,,East Asia & Pacific,AS
American Samoa,2002,58729.0,,,,,,,,,East Asia & Pacific,AS
American Samoa,2003,59117.0,,,,,,,,,East Asia & Pacific,AS
American Samoa,2004,59262.0,,,,,,,,,East Asia & Pacific,AS
American Samoa,2005,59117.0,,,,,,,,,East Asia & Pacific,AS
American Samoa,2006,58648.0,,,,,,,,,East Asia & Pacific,AS
American Samoa,2007,57904.0,,,,,,,,,East Asia & Pacific,AS
American Samoa,2008,57031.0,,,,,,,,,East Asia & Pacific,AS
American Samoa,2009,56226.0,,,,,,,,,East Asia & Pacific,AS
American Samoa,2010,55636.0,,,,,,,,,East Asia & Pacific,AS
American Samoa,2011,55316.0,,,,,,,,,East Asia & Pacific,AS
American Samoa,2012,55227.0,,,,,,,,,East Asia & Pacific,AS
American Samoa,2013,55302.0,,,,,,,,,East Asia & Pacific,AS
American Samoa,2014,55434.0,,,,,,,,,East Asia & Pacific,AS
American Samoa,2015,55538.0,,,,,,,,,East Asia & Pacific,AS
Andorra,1960,13414.0,,,,,15234.0,,,,Europe & Central Asia,AD
Andorra,1961,14376.0,,,,,16469.0,,,,Europe & Central Asia,AD
Andorra,1962,15376.0,,,,,17805.0,,,,Europe & Central Asia,AD
Andorra,1963,16410.0,,,,,19248.0,,,,Europe & Central Asia,AD
Andorra,1964,17470.0,,,,,20809.0,,,,Europe & Central Asia,AD
Andorra,1965,18551.0,,,,,22496.0,,,,Europe & Central Asia,AD
Andorra,1966,19646.0,,,,,24320.0,,,,Europe & Central Asia,AD
Andorra,1967,20755.0,,,,,26291.0,,,,Europe & Central Asia,AD
Andorra,1968,21888.0,,,,,28422.0,,,,Europe & Central Asia,AD
Andorra,1969,23061.0,,,,,30726.0,,,,Europe & Central Asia,AD
Andorra,1970,24279.0,,,,,33216.0,,77.5,,Europe & Central Asia,AD
Andorra,1971,25560.0,,,,,33032.0,,77.8,,Europe & Central Asia,AD
Andorra,1972,26892.0,,,,,33969.0,,78.0,,Europe & Central Asia,AD
Andorra,1973,28231.0,,,,,34892.0,,78.2,,Europe & Central Asia,AD
Andorra,1974,29514.0,,,,,35264.0,,78.5,,Europe & Central Asia,AD
Andorra,1975,30706.0,,,,,34092.0,,78.7,,Europe & Central Asia,AD
Andorra,1976,31781.0,,,,,34041.0,,78.9,,Europe & Central Asia,AD
Andorra,1977,32769.0,,,,,33964.0,,79.1,,Europe & Central Asia,AD
Andorra,1978,33746.0,,,,,33476.0,,79.2,,Europe & Central Asia,AD
Andorra,1979,34819.0,,,,,32471.0,,79.3,,Europe & Central Asia,AD
Andorra,1980,36063.0,,,,25.66652,32055.0,136.604,79.4,,Europe & Central Asia,AD
Andorra,1981,37502.0,,,,25.70868,30795.0,135.973,79.4,,Europe & Central Asia,AD
Andorra,1982,39112.0,,,,25.74681,29907.0,135.3111,79.5,,Europe & Central Asia,AD
Andorra,1983,40862.0,,,,25.7825,29143.0,134.6178,79.7,,Europe & Central Asia,AD
Andorra,1984,42704.0,,,,25.81874,28394.0,133.931,79.8,,Europe & Central Asia,AD
Andorra,1985,44597.0,,,,25.85236,27829.0,133.2704,80.0,,Europe & Central Asia,AD
Andorra,1986,46515.0,,,,25.89089,27560.0,132.6709,80.1,,Europe & Central Asia,AD
Andorra,1987,48458.0,,,,25.93414,27932.0,132.1498,80.2,,Europe & Central Asia,AD
Andorra,1988,50431.0,,,,25.98477,28216.0,131.6667,80.4,,Europe & Central Asia,AD
Andorra,1989,52449.0,,,,26.0445,28449.0,131.2018,80.5,,Europe & Central Asia,AD
Andorra,1990,54511.0,,,,26.10936,28417.0,130.7709,80.7,8.5,Europe & Central Asia,AD
Andorra,1991,56674.0,,,,26.17912,28029.0,130.333,80.8,7.9,Europe & Central Asia,AD
Andorra,1992,58904.0,,,,26.24017,27218.0,129.8653,81.0,7.4,Europe & Central Asia,AD
Andorra,1993,61003.0,,,,26.30356,26011.0,129.3811,81.2,6.9,Europe & Central Asia,AD
Andorra,1994,62707.0,,,,26.36793,25907.0,128.8624,81.4,6.4,Europe & Central Asia,AD
Andorra,1995,63854.0,,,6.29066909844047,26.43569,26143.0,128.3204,81.6,6.0,Europe & Central Asia,AD
Andorra,1996,64291.0,,,6.52081704406662,26.50769,27180.0,127.7735,81.8,5.7,Europe & Central Asia,AD
Andorra,1997,64147.0,,,7.06160285545541,26.58255,29729.0,127.221,82.1,5.3,Europe & Central Asia,AD
Andorra,1998,63888.0,,,7.53354294430782,26.66337,30819.0,126.6733,82.3,5.0,Europe & Central Asia,AD
Andorra,1999,64161.0,,,8.02271365684666,26.75078,31940.0,126.1448,82.5,4.8,Europe & Central Asia,AD
Andorra,2000,65399.0,,,8.11234541159967,26.83179,31662.0,125.6144,82.7,4.6,Europe & Central Asia,AD
Andorra,2001,67770.0,,,7.89777576944319,26.92373,31794.0,125.1168,82.9,4.4,Europe & Central Asia,AD
Andorra,2002,71046.0,,,7.70051513790922,27.02525,31866.0,124.6455,83.0,4.2,Europe & Central Asia,AD
Andorra,2003,74783.0,,,7.41428103172075,27.12481,34500.0,124.1528,83.1,4.1,Europe & Central Asia,AD
Andorra,2004,78337.0,,,7.4996900954506,27.23107,36330.0,123.6848,83.0,4.0,Europe & Central Asia,AD
